v8-version,9,4,146,24,-node.20,0
v8-platform,macos,macos
shared-library,/usr/local/bin/node,0x10210f000,0x1034cd053,34660352
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x7ff813724480,0x7ff8138fad81,321884160
shared-library,/usr/lib/libobjc.A.dylib,0x7ff813352940,0x7ff81337a9c7,321884160
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x7ff816715aa0,0x7ff81674d3b8,321884160
shared-library,/usr/lib/liboah.dylib,0x7ff81f3342d0,0x7ff81f339e3a,321884160
shared-library,/usr/lib/libfakelink.dylib,0x7ff81f36a452,0x7ff81f36bb62,321884160
shared-library,/usr/lib/libicucore.A.dylib,0x7ff816177520,0x7ff81639ac94,321884160
shared-library,/usr/lib/libSystem.B.dylib,0x7ff81f367722,0x7ff81f367cee,321884160
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x7ff81f36cc3e,0x7ff81f36cebe,321884160
shared-library,/usr/lib/libc++abi.dylib,0x7ff8136710a0,0x7ff813682e20,321884160
shared-library,/usr/lib/libc++.1.dylib,0x7ff81361be50,0x7ff813665ffd,321884160
shared-library,/usr/lib/system/libcache.dylib,0x7ff81f3617f0,0x7ff81f36448b,321884160
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x7ff81f31cee0,0x7ff81f326eec,321884160
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x7ff81f345cf8,0x7ff81f34ac55,321884160
shared-library,/usr/lib/system/libcopyfile.dylib,0x7ff81f33b8d0,0x7ff81f34341f,321884160
shared-library,/usr/lib/system/libcorecrypto.dylib,0x7ff813480d00,0x7ff8134f3398,321884160
shared-library,/usr/lib/system/libdispatch.dylib,0x7ff813545030,0x7ff81357b226,321884160
shared-library,/usr/lib/system/libdyld.dylib,0x7ff8136cd130,0x7ff8136eb140,321884160
shared-library,/usr/lib/system/libkeymgr.dylib,0x7ff81f357ad9,0x7ff81f357f18,321884160
shared-library,/usr/lib/system/libmacho.dylib,0x7ff81f2fb67c,0x7ff81f2ff9f5,321884160
shared-library,/usr/lib/system/libquarantine.dylib,0x7ff81e8e5e94,0x7ff81e8e7cfc,321884160
shared-library,/usr/lib/system/libremovefile.dylib,0x7ff81f355800,0x7ff81f356d98,321884160
shared-library,/usr/lib/system/libsystem_asl.dylib,0x7ff81838a358,0x7ff81839e717,321884160
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x7ff813423130,0x7ff8134254f0,321884160
shared-library,/usr/lib/system/libsystem_c.dylib,0x7ff81358f5e0,0x7ff813610414,321884160
shared-library,/usr/lib/system/libsystem_collections.dylib,0x7ff81f34df9c,0x7ff81f3519dc,321884160
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x7ff81db75028,0x7ff81db778bd,321884160
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x7ff81cbea284,0x7ff81cc1065b,321884160
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x7ff81efc4720,0x7ff81efc82c0,321884160
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x7ff81640b240,0x7ff816412356,321884160
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x7ff81f359794,0x7ff81f35f1e7,321884160
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x7ff81358bc17,0x7ff81358dc06,321884160
shared-library,/usr/lib/system/libsystem_info.dylib,0x7ff8136f8030,0x7ff81371d9d6,321884160
shared-library,/usr/lib/system/libsystem_m.dylib,0x7ff81f296200,0x7ff81f2cd55e,321884160
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x7ff813517e70,0x7ff81353b360,321884160
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x7ff8183191c2,0x7ff81832aade,321884160
shared-library,/usr/lib/system/libsystem_notify.dylib,0x7ff81684fb24,0x7ff81685ced5,321884160
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x7ff81db793f8,0x7ff81db7d31a,321884160
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x7ff81f353191,0x7ff81f354546,321884160
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x7ff813687200,0x7ff8136af8e4,321884160
shared-library,/usr/lib/system/libsystem_platform.dylib,0x7ff8136edec0,0x7ff8136f5032,321884160
shared-library,/usr/lib/system/libsystem_pthread.dylib,0x7ff8136c0cc0,0x7ff8136c9715,321884160
shared-library,/usr/lib/system/libsystem_symptoms.dylib,0x7ff819ce1dce,0x7ff819ce74ca,321884160
shared-library,/usr/lib/system/libsystem_trace.dylib,0x7ff8134680a0,0x7ff81347d21a,321884160
shared-library,/usr/lib/system/libunwind.dylib,0x7ff81f32d3f0,0x7ff81f33246a,321884160
shared-library,/usr/lib/system/libxpc.dylib,0x7ff813427a00,0x7ff813455f32,321884160
shared-library,/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit,0x7ff816791b70,0x7ff816835ff6,321884160
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/CoreServices,0x7ff825b1afc0,0x7ff825b1afc0,321884160
shared-library,/usr/lib/libDiagnosticMessagesClient.dylib,0x7ff81aa52f87,0x7ff81aa53c04,321884160
shared-library,/usr/lib/libenergytrace.dylib,0x7ff81832f77f,0x7ff81832fd3e,321884160
shared-library,/usr/lib/libbsm.0.dylib,0x7ff81e90cbe8,0x7ff81e919fe9,321884160
shared-library,/usr/lib/libz.1.dylib,0x7ff81f282880,0x7ff81f28ebf5,321884160
shared-library,/usr/lib/system/libkxld.dylib,0x7ff81f304220,0x7ff81f31ade4,321884160
shared-library,/System/Library/Frameworks/CFNetwork.framework/Versions/A/CFNetwork,0x7ff817f73880,0x7ff8181d9c29,321884160
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/FSEvents,0x7ff81b86df00,0x7ff81b877fb0,321884160
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/CarbonCore,0x7ff816419b30,0x7ff8164fc4b3,321884160
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Metadata,0x7ff81aa969a0,0x7ff81ab15f7c,321884160
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/OSServices.framework/Versions/A/OSServices,0x7ff81efca890,0x7ff81efef2f3,321884160
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SearchKit.framework/Versions/A/SearchKit,0x7ff81f52e920,0x7ff81f57fe10,321884160
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/AE.framework/Versions/A/AE,0x7ff819c69a70,0x7ff819cc8620,321884160
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/LaunchServices.framework/Versions/A/LaunchServices,0x7ff813bbe4b0,0x7ff813da0d4c,321884160
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/DictionaryServices,0x7ff81fa6c420,0x7ff81faac770,321884160
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SharedFileList.framework/Versions/A/SharedFileList,0x7ff81b87b6dd,0x7ff81b8984d4,321884160
shared-library,/System/Library/Frameworks/Security.framework/Versions/A/Security,0x7ff815df7290,0x7ff8160d4af0,321884160
shared-library,/System/Library/Frameworks/SystemConfiguration.framework/Versions/A/SystemConfiguration,0x7ff814287e40,0x7ff8142f7d90,321884160
shared-library,/usr/lib/libapple_nghttp2.dylib,0x7ff81f5b9830,0x7ff81f5c973a,321884160
shared-library,/usr/lib/libcompression.dylib,0x7ff81f5ef280,0x7ff81f64ea81,321884160
shared-library,/usr/lib/libnetwork.dylib,0x7ff817f71fc0,0x7ff817f71fc0,321884160
shared-library,/usr/lib/libsqlite3.dylib,0x7ff8198e1550,0x7ff819aa5c6a,321884160
shared-library,/System/Library/Frameworks/Foundation.framework/Versions/C/Foundation,0x7ff81459dc90,0x7ff814cc4954,321884160
shared-library,/System/Library/Frameworks/Network.framework/Versions/A/Network,0x7ff819cea170,0x7ff81a7d9f1a,321884160
shared-library,/usr/lib/libCoreEntitlements.dylib,0x7ffb30af03ac,0x7ffb30af6647,321884160
shared-library,/System/Library/PrivateFrameworks/MessageSecurity.framework/Versions/A/MessageSecurity,0x7ffb1e47eb50,0x7ffb1e49efeb,321884160
shared-library,/System/Library/PrivateFrameworks/ProtocolBuffer.framework/Versions/A/ProtocolBuffer,0x7ff8198c7df0,0x7ff8198db580,321884160
shared-library,/usr/lib/libMobileGestalt.dylib,0x7ff818331900,0x7ff8183714b7,321884160
shared-library,/System/Library/PrivateFrameworks/AppleFSCompression.framework/Versions/A/AppleFSCompression,0x7ff81efa3800,0x7ff81efaf06a,321884160
shared-library,/usr/lib/libcoretls.dylib,0x7ff81e8f4ea0,0x7ff81e907849,321884160
shared-library,/usr/lib/libcoretls_cfhelpers.dylib,0x7ff81fad50a8,0x7ff81fad5df2,321884160
shared-library,/usr/lib/libpam.2.dylib,0x7ff81f5e8cf8,0x7ff81f5ebf22,321884160
shared-library,/usr/lib/libxar.1.dylib,0x7ff81fb41ba0,0x7ff81fb4dac3,321884160
